class,采集时间,纵向变位平均值,纵向变位标准差,横向变位平均值,横向变位标准差
188,2021-05-05 07:20:00.000,48.56097146298383,2.627986983093316,17.01328225761545,3.525825375262646
189,2021-05-05 07:30:00.000,43.31477003669954,4.279867829253662,12.990727666157543,1.9369246242426967
190,2021-05-05 07:40:00.000,42.112740282141736,1.5231079702440034,11.587813315063402,2.2055853515078856
191,2021-05-05 07:50:01.000,45.41414361196992,3.2312899507748503,12.17669944930645,1.8837910726155698
192,2021-05-05 08:00:00.000,50.240086867620725,2.40452579573797,19.292107556133693,4.116908193477139
193,2021-05-05 08:10:00.000,50.23699321287892,1.9775292359728907,19.174342666886815,2.409399089094661
194,2021-05-05 08:20:00.000,52.301152970914,2.811470191351403,18.751352302785108,2.8449142916070853
195,2021-05-05 08:30:00.000,52.72518020008631,2.5672177414407877,17.436455559293464,2.187864390203162
196,2021-05-05 08:40:00.000,43.015382110363475,3.054849372181418,10.84953049143952,1.6335958014663654
197,2021-05-05 08:50:00.000,37.6189888411993,1.7389116904286894,9.636436184071218,2.0165154411151986
198,2021-05-05 09:00:00.000,39.950188578237324,3.176705229441221,10.087148518984447,3.0227354558760897
199,2021-05-05 09:10:00.000,41.94968035562321,6.2649301970590905,8.220614747436835,1.732104211614391
200,2021-05-05 09:20:00.000,43.37409834277393,3.7330773985556718,10.205638072163287,2.773538621210667
201,2021-05-05 09:30:00.000,39.06897519611091,5.161798975308133,6.730060794358906,5.829885532239594
202,2021-05-05 09:40:00.000,35.65152769276945,5.968690441109014,-0.3396061630483816,1.5821157527287482
203,2021-05-05 09:50:00.000,17.275383314017596,5.667475171951632,7.374919561853706,2.3111438011545102
204,2021-05-05 10:00:00.000,12.758729218862905,3.222975071868349,6.363082757079913,3.090116471772602
205,2021-05-05 10:10:00.000,9.825507285139865,3.3484669794255413,-0.3070632555102965,4.274708571013033
206,2021-05-05 10:20:00.000,4.982442592594262,5.94075227239946,-0.772067588887426,3.8891597128609567
207,2021-05-05 10:30:00.000,2.230765068037058,5.7496897299285905,-6.638957713158382,5.82839316985872
208,2021-05-05 10:40:00.000,6.05299229181513,6.038664543259449,-3.9220925836796074,4.694898621072985
209,2021-05-05 10:50:00.000,1.3553222575466273,8.679894679552694,-6.861194195361887,4.416812486878349
210,2021-05-05 11:00:00.000,-0.08437516642799016,6.632849954597493,-5.370327416116453,4.871359348602533
211,2021-05-05 11:10:00.000,12.020805655991648,8.54798199809845,-8.629739461755161,3.1930598646588906
212,2021-05-05 11:20:00.000,4.861152683412313,6.681636230140169,-7.078779375783401,2.8164954158923683
213,2021-05-05 11:30:00.000,-5.2023798703739885,6.673482308551877,-9.54056148539712,2.1832268924331855
214,2021-05-05 11:40:00.000,-9.710261332789727,5.180743348793161,-6.9293013354210435,4.006836639068725
